revision,dirty,build_type,cmake_version,host,os,cpu,c_compiler,c_compiler_id,c_compiler_version,c_flags,cxx_compiler,cxx_compiler_id,cxx_compiler_version,cxx_flags,workload_id,workload_size,expected_outcome,strategy,sample_index,equivalence_status,failure_atomic,emitted_source_bytes,emission_time_ns,c_compile_time_ns,executable_bytes,execution_time_ns,emission_peak_kib,compile_peak_kib,execution_peak_kib
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,constants,1,byte_equivalent,true,240,1574403,222295059,16088,1178368,4208,25008,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,constants,2,byte_equivalent,true,240,1752032,224593186,16088,1215396,4256,25008,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,constants,3,byte_equivalent,true,240,1624636,221637709,16088,1316113,4248,24892,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,constants,4,byte_equivalent,true,240,1601523,223002933,16088,1139576,4284,24924,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,constants,5,byte_equivalent,true,240,1707941,224682381,16088,1277322,4292,25008,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,flat,1,byte_equivalent,true,1061,1575024,224974614,16264,1169101,4176,27240,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,flat,2,byte_equivalent,true,1061,1595913,225157543,16264,1143443,4276,27084,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,flat,3,byte_equivalent,true,1061,1559956,224799749,16264,1219574,4284,27168,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,flat,4,byte_equivalent,true,1061,1573322,214843865,16264,1213594,4256,27084,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,flat,5,byte_equivalent,true,1061,1619958,221975936,16264,1172427,4264,27196,1580
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,hybrid,1,byte_equivalent,true,240,1596154,217620710,16088,1183678,4252,24968,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,hybrid,2,byte_equivalent,true,240,1584973,214151950,16088,1191783,4280,24940,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,hybrid,3,byte_equivalent,true,240,1734801,221482440,16088,1146839,4256,24888,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,hybrid,4,byte_equivalent,true,240,1548325,207274602,16088,1231146,4192,24936,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],scalar_double,1,success,hybrid,5,byte_equivalent,true,240,1590734,224315631,16088,1197544,4308,25000,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,constants,1,byte_equivalent,true,238,1428703,209718489,16088,1153211,4144,25000,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,constants,2,byte_equivalent,true,238,1502440,215141647,16088,1196331,4164,25008,1576
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,constants,3,byte_equivalent,true,238,1612814,216117980,16088,1238159,4164,25084,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,constants,4,byte_equivalent,true,238,1625898,216885957,16088,1186172,4220,25008,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,constants,5,byte_equivalent,true,238,1559996,213412898,16088,1158591,4112,24920,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,flat,1,byte_equivalent,true,1059,1430957,223188097,16256,1247948,4144,27200,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,flat,2,byte_equivalent,true,1059,1578491,214748538,16256,1125409,4244,27288,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,flat,3,byte_equivalent,true,1059,1475630,223641449,16256,1127183,4140,27192,1576
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,flat,4,byte_equivalent,true,1059,1564345,223998202,16256,1145146,4168,27240,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,flat,5,byte_equivalent,true,1059,1550448,211558385,16256,1260000,4180,27228,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,hybrid,1,byte_equivalent,true,238,1660924,212352379,16088,1227439,4168,24924,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,hybrid,2,byte_equivalent,true,238,1575847,214361810,16088,1219804,4212,24940,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,hybrid,3,byte_equivalent,true,238,1513621,219094718,16088,1137823,4060,24860,1580
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,hybrid,4,byte_equivalent,true,238,1624977,219791260,16088,1281328,4164,25056,1512
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_bool,0,success,hybrid,5,byte_equivalent,true,238,1638762,219433897,16088,1150727,4100,24940,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_int,0,success,constants,1,byte_equivalent,true,238,1589912,219859945,16088,1123716,4156,24892,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_int,0,success,constants,2,byte_equivalent,true,238,1696930,226045537,16088,1160895,4220,25008,1516
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_int,0,success,constants,3,byte_equivalent,true,238,1587357,222360165,16088,1217000,4236,25088,1580
0d5b1e68e3694ebec38f8fc25835a0518942489d,false,Release,4.4.0,NucBoxM6Ultra,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.43,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,/usr/bin/x86_64-linux-gnu-gcc-15,GNU,15.2.0,-std=c11 -O2 -Wall -Wextra -Werror -pedantic-errors,/usr/bin/c++,GNU,15.2.0, -O3 -DNDEBUG -std=c++20 -DDOCTEST_CONFIG_DISABLE -DDOCTEST_CONFIG_NO_EXCEPTIONS -DDOCTEST_CONFIG_NO_EXCEPTIONS_BUT_WITH_ALL_ASSERTS [src/primitive.cpp: -frounding-math -fno-fast-math],empty_int,0,success,constants,4,byte_equivalent,true,238,1646967,221883099,16088,1193656,4164,25056,1516
